stepCount, stepTime,meanA,varA,meanB,varB,meanC,varC,meanD,varD,reaction
3177,4.47867463582313E-07,38.69,570.1739,65.89,1363.2579,34.81,407.2739,67.26,1404.2324,1 
3178,6.62590480194324E-05,38.68,569.7776,65.9,1364.17,34.81,407.2739,67.26,1404.2324,1 
3179,0.000182233492468696,38.68,569.7776,65.9,1364.17,34.8,407.56,67.27,1403.8771,3 
3180,6.53960769989208E-05,38.67,569.7211,65.91,1363.5019,34.8,407.56,67.27,1403.8771,1 
3181,0.000222308490032218,38.66,569.9644,65.92,1364.9136,34.8,407.56,67.27,1403.8771,1 
3182,0.000394810060821356,38.65,570.6275,65.93,1364.7251,34.8,407.56,67.27,1403.8771,1 
3183,3.8864865436447E-05,38.64,570.2904,65.94,1365.3364,34.8,407.56,67.27,1403.8771,1 
3184,4.81300644103174E-06,38.63,569.7331,65.95,1365.4075,34.8,407.56,67.27,1403.8771,1 
3185,2.68177423742122E-05,38.62,569.1956,65.96,1365.4984,34.8,407.56,67.27,1403.8771,1 
3186,9.78838769667806E-06,38.62,569.1956,65.96,1365.4984,34.79,408.0059,67.28,1404.1016,3 
3187,0.000354204173945069,38.61,568.6979,65.97,1365.6291,34.79,408.0059,67.28,1404.1016,1 
3188,0.000444385626728172,38.6,568.32,65.98,1365.4796,34.79,408.0059,67.28,1404.1016,1 
3189,4.39436626728797E-05,38.6,568.32,65.98,1365.4796,34.78,407.7916,67.29,1405.2059,3 
3190,0.000204561325006917,38.59,568.1019,65.99,1367.1299,34.78,407.7916,67.29,1405.2059,1 
3191,3.96277501129622E-05,38.58,567.1036,66,1365.96,34.78,407.7916,67.29,1405.2059,1 
3192,0.000133331353248199,38.58,567.1036,66,1365.96,34.77,408.2571,67.3,1405.45,3 
3193,4.09516124964421E-06,38.57,566.7651,66.01,1365.9699,34.77,408.2571,67.3,1405.45,1 
3194,0.000224567883627371,38.57,566.7651,66.01,1365.9699,34.76,407.7624,67.31,1405.9339,3 
3195,3.63344413697102E-05,38.57,566.7651,66.01,1365.9699,34.75,407.7275,67.32,1407.0176,3 
3196,3.36486845104926E-05,38.57,566.7651,66.01,1365.9699,34.74,407.4724,67.33,1406.6811,3 
3197,6.62450136742874E-05,38.56,566.0464,66.02,1365.5596,34.74,407.4724,67.33,1406.6811,1 
3198,1.51769068930591E-05,38.56,566.0464,66.02,1365.5596,34.73,407.2371,67.34,1407.4844,3 
3199,0.000261889271618993,38.55,565.5275,66.03,1365.6691,34.73,407.2371,67.34,1407.4844,1 
3200,0.000108586884808038,38.54,565.2084,66.04,1366.2984,34.73,407.2371,67.34,1407.4844,1 
3201,3.84232853282391E-06,38.53,564.7091,66.05,1366.4075,34.73,407.2371,67.34,1407.4844,1 
3202,0.000140177455215275,38.54,564.8684,66.04,1364.9384,34.73,407.2371,67.34,1407.4844,2 
3203,2.9974327757364E-05,38.54,564.8684,66.04,1364.9384,34.72,407.3016,67.35,1408.8875,3 
3204,0.000161356402176734,38.54,564.8684,66.04,1364.9384,34.71,407.2459,67.36,1410.4104,3 
3205,0.000250140442577457,38.53,564.3491,66.05,1365.0675,34.71,407.2459,67.36,1410.4104,1 
3206,0.000102116981404833,38.53,564.3491,66.05,1365.0675,34.7,407.03,67.37,1411.2331,3 
3207,0.00051144121633571,38.53,564.3491,66.05,1365.0675,34.69,406.8939,67.38,1411.2356,3 
3208,0.000177254184626254,38.52,563.7696,66.06,1365.3564,34.69,406.8939,67.38,1411.2356,1 
3209,7.47417483704739E-05,38.52,563.7696,66.06,1365.3564,34.68,407.0376,67.39,1412.0179,3 
3210,3.00371585679963E-05,38.52,563.7696,66.06,1365.3564,34.67,406.8411,67.4,1413.14,3 
3211,0.000108489271376817,38.52,563.7696,66.06,1365.3564,34.66,406.5644,67.41,1414.5419,3 
3212,0.000121024253558877,38.51,563.6099,66.07,1366.1451,34.66,406.5644,67.41,1414.5419,1 
3213,6.54612870547595E-05,38.5,563.17,66.08,1366.8936,34.66,406.5644,67.41,1414.5419,1 
3214,2.89949204691585E-05,38.5,563.17,66.08,1366.8936,34.65,406.3275,67.42,1415.6036,3 
3215,6.70086719772624E-05,38.5,563.17,66.08,1366.8936,34.64,406.0904,67.43,1415.2851,3 
3216,8.56954550187526E-05,38.49,563.3899,66.09,1367.8219,34.64,406.0904,67.43,1415.2851,1 
3217,5.22833734603038E-05,38.48,563.1496,66.1,1368.73,34.64,406.0904,67.43,1415.2851,1 
3218,0.000228754494879335,38.47,563.1091,66.11,1368.0779,34.64,406.0904,67.43,1415.2851,1 
3219,4.92853686933295E-06,38.47,563.1091,66.11,1368.0779,34.63,406.0731,67.44,1416.3864,3 
3220,3.69464790514296E-05,38.47,563.1091,66.11,1368.0779,34.62,405.7756,67.45,1417.4675,3 
3221,1.32316819587205E-05,38.46,563.2284,66.12,1369.1856,34.62,405.7756,67.45,1417.4675,1 
3222,0.000146579772436348,38.46,563.2284,66.12,1369.1856,34.61,405.2779,67.46,1417.2884,3 
3223,0.000480699380580602,38.45,563.6075,66.13,1370.1331,34.61,405.2779,67.46,1417.2884,1 
3224,0.000169522880442164,38.44,564.2064,66.14,1371.0004,34.61,405.2779,67.46,1417.2884,1 
3225,1.31474310573452E-05,38.44,564.2064,66.14,1371.0004,34.6,405.36,67.47,1418.7091,3 
3226,0.000120726130071208,38.43,564.3451,66.15,1372.1275,34.6,405.36,67.47,1418.7091,1 
3227,0.000266833297115895,38.42,564.7636,66.16,1372.8744,34.6,405.36,67.47,1418.7091,1 
3228,0.000297228833362502,38.41,564.1619,66.17,1373.0011,34.6,405.36,67.47,1418.7091,1 
3229,0.000170532014615678,38.4,563.8,66.18,1373.8076,34.6,405.36,67.47,1418.7091,1 
3230,0.000118832234895827,38.4,563.8,66.18,1373.8076,34.59,405.1819,67.48,1419.8496,3 
3231,9.24265673982571E-05,38.39,564.5179,66.19,1373.4139,34.59,405.1819,67.48,1419.8496,1 
3232,0.0001603254441889,38.38,564.1356,66.2,1374.34,34.59,405.1819,67.48,1419.8496,1 
3233,0.000140113702669378,38.37,563.4331,66.21,1374.1859,34.59,405.1819,67.48,1419.8496,1 
3234,0.000303374705072394,38.37,563.4331,66.21,1374.1859,34.58,404.9436,67.49,1420.2299,3 
3235,1.55101363411067E-05,38.37,563.4331,66.21,1374.1859,34.57,404.6651,67.5,1421.33,3 
3236,4.01876958230471E-05,38.36,563.5904,66.22,1373.8516,34.57,404.6651,67.5,1421.33,1 
3237,7.40285652911673E-05,38.35,563.3675,66.23,1374.7771,34.57,404.6651,67.5,1421.33,1 
3238,8.88828398238515E-05,38.35,563.3675,66.23,1374.7771,34.56,404.4064,67.51,1422.4499,3 
3239,6.16948354670958E-05,38.34,562.9444,66.24,1375.5424,34.56,404.4064,67.51,1422.4499,1 
3240,0.000132254702186419,38.33,562.6211,66.25,1375.5675,34.56,404.4064,67.51,1422.4499,1 
3241,4.13319776213482E-05,38.33,562.6211,66.25,1375.5675,34.55,404.5675,67.52,1423.2496,3 
3242,1.96055676662241E-05,38.33,562.6211,66.25,1375.5675,34.54,404.6484,67.53,1424.3691,3 
3243,0.000153386603417917,38.32,562.5376,66.26,1376.8724,34.54,404.6484,67.53,1424.3691,1 
3244,1.2121065899076E-05,38.31,562.6139,66.27,1377.3971,34.54,404.6484,67.53,1424.3691,1 
3245,0.000125625215952422,38.31,562.6139,66.27,1377.3971,34.53,404.8691,67.54,1424.2884,3 
3246,0.000204091317350776,38.3,562.39,66.28,1378.4616,34.53,404.8691,67.54,1424.2884,1 
3247,2.23060835125557E-06,38.3,562.39,66.28,1378.4616,34.52,404.6096,67.55,1424.7875,3 
3248,0.000290801839157694,38.3,562.39,66.28,1378.4616,34.51,404.3699,67.56,1425.3064,3 
3249,0.000112601539333276,38.3,562.39,66.28,1378.4616,34.5,404.33,67.57,1425.5251,3 
3250,0.000220946242973922,38.29,562.0859,66.29,1379.1059,34.5,404.33,67.57,1425.5251,1 
3251,0.000219800410878384,38.29,562.0859,66.29,1379.1059,34.49,404.1299,67.58,1426.3636,3 
3252,0.000852626010030667,38.29,562.0859,66.29,1379.1059,34.48,404.1296,67.59,1426.9419,3 
3253,1.36039465878476E-05,38.29,562.0859,66.29,1379.1059,34.47,404.2291,67.6,1428.08,3 
3254,0.000136481325183373,38.29,562.0859,66.29,1379.1059,34.46,404.2884,67.61,1429.7379,3 
3255,0.000223548988318735,38.28,562.0016,66.3,1378.79,34.46,404.2884,67.61,1429.7379,1 
3256,0.000239636630350701,38.28,562.0016,66.3,1378.79,34.45,404.1075,67.62,1429.0956,3 
3257,0.000241738860132687,38.28,562.0016,66.3,1378.79,34.44,403.5064,67.63,1429.0931,3 
3258,0.000161733207666268,38.28,562.0016,66.3,1378.79,34.43,403.6251,67.64,1430.3104,3 
3259,0.000171346781342318,38.28,562.0016,66.3,1378.79,34.42,403.2436,67.65,1430.6275,3 
3260,4.58243810696994E-05,38.28,562.0016,66.3,1378.79,34.41,403.3619,67.66,1431.7844,3 
3261,6.81162670427428E-05,38.28,562.0016,66.3,1378.79,34.4,402.86,67.67,1431.5611,3 
3262,1.1424385970243E-05,38.28,562.0016,66.3,1378.79,34.39,402.5979,67.68,1432.9776,3 
3263,1.95319835399102E-05,38.28,562.0016,66.3,1378.79,34.38,402.7756,67.69,1433.7939,3 
3264,0.000259555841662156,38.28,562.0016,66.3,1378.79,34.37,402.9331,67.7,1433.13,3 
3265,0.000915436736603041,38.28,562.0016,66.3,1378.79,34.36,403.2504,67.71,1433.6459,3 
3266,0.000285535350173527,38.27,562.0571,66.31,1379.5539,34.36,403.2504,67.71,1433.6459,1 
3267,0.000535203881711559,38.26,562.1524,66.32,1379.5576,34.36,403.2504,67.71,1433.6459,1 
3268,7.85662037769391E-05,38.26,562.1524,66.32,1379.5576,34.35,403.0075,67.72,1435.0816,3 
3269,3.99353577299209E-05,38.25,562.0075,66.33,1380.3611,34.35,403.0075,67.72,1435.0816,1 
3270,3.84148079081999E-05,38.25,562.0075,66.33,1380.3611,34.34,403.1044,67.73,1436.5171,3 
3271,3.75445890849521E-06,38.25,562.0075,66.33,1380.3611,34.33,402.7611,67.74,1437.6124,3 
3272,0.000267242819671018,38.25,562.0075,66.33,1380.3611,34.32,403.3376,67.75,1437.1475,3 
3273,2.04384915292491E-05,38.25,562.0075,66.33,1380.3611,34.31,402.7539,67.76,1436.4824,3 
3274,9.79493087644095E-05,38.25,562.0075,66.33,1380.3611,34.3,403.27,67.77,1436.9571,3 
3275,1.67687638558773E-05,38.24,561.6024,66.34,1381.1444,34.3,403.27,67.77,1436.9571,1 
3276,0.000326806683808086,38.24,561.6024,66.34,1381.1444,34.29,403.0459,67.78,1438.0516,3 
3277,4.50108608723319E-06,38.24,561.6024,66.34,1381.1444,34.28,402.7216,67.79,1439.1659,3 
3278,0.000660000273616417,38.24,561.6024,66.34,1381.1444,34.27,402.9171,67.8,1440,3 
3279,2.31231229723718E-05,38.24,561.6024,66.34,1381.1444,34.26,402.6124,67.81,1441.1339,3 
3280,0.000194177098172816,38.23,560.7171,66.35,1380.2475,34.26,402.6124,67.81,1441.1339,1 
3281,0.000119404534147912,38.22,560.8716,66.36,1381.3904,34.26,402.6124,67.81,1441.1339,1 
3282,0.000203573423848904,38.21,560.4859,66.37,1382.1931,34.26,402.6124,67.81,1441.1339,1 
3283,5.9599560182605E-05,38.21,560.4859,66.37,1382.1931,34.25,402.3675,67.82,1442.2676,3 
3284,0.000200283576210593,38.21,560.4859,66.37,1382.1931,34.24,402.2024,67.83,1443.4211,3 
3285,0.000344482620937099,38.2,560.34,66.38,1381.7956,34.24,402.2024,67.83,1443.4211,1 
3286,4.33251930615589E-05,38.19,559.8539,66.39,1381.9179,34.24,402.2024,67.83,1443.4211,1 
3287,0.000184451487644425,38.18,559.9076,66.4,1382.74,34.24,402.2024,67.83,1443.4211,1 
3288,0.000858026220427027,38.18,559.9076,66.4,1382.74,34.23,402.1771,67.84,1444.6744,3 
3289,5.87490185336525E-05,38.18,559.9076,66.4,1382.74,34.22,402.3116,67.85,1445.8475,3 
3290,0.000365067265776054,38.18,559.9076,66.4,1382.74,34.21,401.8259,67.86,1445.4204,3 
3291,0.000137962356762579,38.17,559.6011,66.41,1383.2819,34.21,401.8259,67.86,1445.4204,1 
3292,0.000217545810079751,38.17,559.6011,66.41,1383.2819,34.2,401.54,67.87,1446.5731,3 
3293,0.000278662517831593,38.17,559.6011,66.41,1383.2819,34.19,401.6539,67.88,1448.0256,3 
3294,0.00101288752070917,38.17,559.6011,66.41,1383.2819,34.2,401.12,67.87,1447.7731,4 
3295,6.03591981965271E-05,38.17,559.6011,66.41,1383.2819,34.19,400.3539,67.88,1447.3656,3 
3296,3.50564954184961E-06,38.17,559.6011,66.41,1383.2819,34.18,399.6476,67.89,1447.4179,3 
3297,8.37207156831379E-06,38.16,559.3944,66.42,1384.9436,34.18,399.6476,67.89,1447.4179,1 
3298,1.36899126161051E-05,38.15,558.827500000001,66.43,1385.2451,34.18,399.6476,67.89,1447.4179,1 
3299,2.69678797343887E-05,38.14,558.8204,66.44,1385.8264,34.18,399.6476,67.89,1447.4179,1 
3300,0.000185615192873073,38.13,558.2731,66.45,1385.1875,34.18,399.6476,67.89,1447.4179,1 
3301,0.0003318346206451,38.13,558.2731,66.45,1385.1875,34.17,399.3411,67.9,1447.41,3 
3302,6.84691138304266E-05,38.12,558.0856,66.46,1386.8684,34.17,399.3411,67.9,1447.41,1 
3303,0.000215927776656275,38.12,558.0856,66.46,1386.8684,34.16,398.8544,67.91,1447.2019,3 
3304,0.000102804876155241,38.11,558.6979,66.47,1387.7491,34.16,398.8544,67.91,1447.2019,1 
3305,0.000217274690958371,38.11,558.6979,66.47,1387.7491,34.17,398.5411,67.9,1446.89,4 
3306,6.12761220749537E-06,38.11,558.6979,66.47,1387.7491,34.16,398.0544,67.91,1447.3819,3 
3307,0.000188525344600552,38.1,558.33,66.48,1388.6896,34.16,398.0544,67.91,1447.3819,1 
3308,0.000301234441857316,38.09,558.7419,66.49,1389.5299,34.16,398.0544,67.91,1447.3819,1 
3309,8.47526653507063E-05,38.09,558.7419,66.49,1389.5299,34.15,398.0075,67.92,1448.9136,3 
3310,0.00021327133820406,38.09,558.7419,66.49,1389.5299,34.14,397.2804,67.93,1448.7651,3 
3311,5.19309122461689E-05,38.09,558.7419,66.49,1389.5299,34.13,396.8131,67.94,1449.2764,3 
3312,0.000250904464056357,38.08,558.3936,66.5,1390.35,34.13,396.8131,67.94,1449.2764,1 
3313,9.03476368481489E-05,38.08,558.3936,66.5,1390.35,34.12,396.5856,67.95,1450.7275,3 
3314,7.81701979541668E-05,38.07,558.4051,66.51,1390.9499,34.12,396.5856,67.95,1450.7275,1 
3315,0.000467689440155524,38.07,558.4051,66.51,1390.9499,34.11,396.5579,67.96,1450.9584,3 
3316,0.00010899360572066,38.07,558.4051,66.51,1390.9499,34.1,396.33,67.97,1450.6491,3 
3317,0.000402665695563968,38.06,558.9364,66.52,1391.7696,34.1,396.33,67.97,1450.6491,1 
3318,3.64782964277145E-05,38.06,558.9364,66.52,1391.7696,34.09,396.1019,67.98,1451.7996,3 
3319,0.000406139865657805,38.06,558.9364,66.52,1391.7696,34.08,396.3336,67.99,1451.7299,3 
3320,9.63234572446609E-05,38.05,558.5875,66.53,1392.1491,34.08,396.3336,67.99,1451.7299,1 
3321,0.000568943631854552,38.05,558.5875,66.53,1392.1491,34.07,395.9851,68,1452.28,3 
3322,0.000293801004191678,38.05,558.5875,66.53,1392.1491,34.06,396.2164,68.01,1451.7699,3 
3323,6.69135689749335E-06,38.05,558.5875,66.53,1392.1491,34.05,395.4675,68.02,1451.3796,3 
3324,9.88794709319753E-05,38.04,558.378400000001,66.54,1393.0884,34.05,395.4675,68.02,1451.3796,1 
3325,0.000153237608931817,38.03,558.3091,66.55,1394.4075,34.05,395.4675,68.02,1451.3796,1 
3326,4.2266126006255E-05,38.03,558.3091,66.55,1394.4075,34.04,394.7384,68.03,1451.0091,3 
3327,1.91475844141078E-05,38.02,558.3996,66.56,1394.9464,34.04,394.7384,68.03,1451.0091,1 
3328,4.06110813219309E-05,38.01,558.3699,66.57,1394.3051,34.04,394.7384,68.03,1451.0091,1 
3329,2.57787034543416E-05,38.01,558.3699,66.57,1394.3051,34.03,394.7291,68.04,1449.8384,3 
3330,6.74276069409725E-06,38.01,558.3699,66.57,1394.3051,34.02,394.4596,68.05,1450.1275,3 
3331,0.000246128423547047,38.01,558.3699,66.57,1394.3051,34.01,394.2499,68.06,1451.2964,3 
3332,0.000226577157672684,38,558.2,66.58,1396.0036,34.01,394.2499,68.06,1451.2964,1 
3333,0.000253052986948827,38,558.2,66.58,1396.0036,34,394.08,68.07,1450.5651,3 
3334,8.12959404527372E-05,37.99,557.8499,66.59,1395.5819,34,394.08,68.07,1450.5651,1 
3335,5.43247474692534E-05,37.99,557.8499,66.59,1395.5819,33.99,393.8299,68.08,1450.8736,3 
3336,0.000209361105546375,37.98,557.9596,66.6,1396.14,33.99,393.8299,68.08,1450.8736,1 
3337,5.47772941868518E-05,37.97,558.1291,66.61,1397.2979,33.99,393.8299,68.08,1450.8736,1 
3338,0.000566350103900655,37.96,557.2784,66.62,1396.7956,33.99,393.8299,68.08,1450.8736,1 
3339,1.22759373117275E-05,37.95,556.7675,66.63,1396.9331,33.99,393.8299,68.08,1450.8736,1 
3340,0.000220554868735614,37.95,556.7675,66.63,1396.9331,33.98,393.9596,68.09,1452.1019,3 
3341,0.000136632581122074,37.95,556.7675,66.63,1396.9331,33.97,393.9491,68.1,1451.79,3 
3342,1.63533080509351E-05,37.94,557.0164,66.64,1398.3504,33.97,393.9491,68.1,1451.79,1 
3343,0.000233232216598141,37.93,557.0051,66.65,1397.7275,33.97,393.9491,68.1,1451.79,1 
3344,0.000340401302727895,37.92,556.4936,66.66,1397.7444,33.97,393.9491,68.1,1451.79,1 
3345,9.61112324865649E-05,37.91,556.0019,66.67,1397.9011,33.97,393.9491,68.1,1451.79,1 
3346,0.00013327483783093,37.91,556.0019,66.67,1397.9011,33.96,393.9184,68.11,1453.3379,3 
3347,4.34528643259043E-05,37.91,556.0019,66.67,1397.9011,33.97,394.0091,68.1,1452.73,4 
3348,3.64855231967878E-05,37.91,556.0019,66.67,1397.9011,33.96,393.6384,68.11,1453.0579,3 
3349,1.41506266064501E-05,37.91,556.0019,66.67,1397.9011,33.95,393.6075,68.12,1453.3656,3 
3350,0.000942278000610184,37.9,556.43,66.68,1398.6576,33.95,393.6075,68.12,1453.3656,1 
3351,0.000174059605680937,37.9,556.43,66.68,1398.6576,33.94,393.9964,68.13,1453.7531,3 
3352,0.000303868424622163,37.89,556.6979,66.69,1400.0939,33.94,393.9964,68.13,1453.7531,1 
3353,5.78210633476617E-05,37.89,556.6979,66.69,1400.0939,33.93,394.2051,68.14,1453.1204,3 
3354,0.000138862524234514,37.89,556.6979,66.69,1400.0939,33.92,393.9936,68.15,1454.5875,3 
3355,0.000233555335019979,37.88,556.4056,66.7,1400.65,33.92,393.9936,68.15,1454.5875,1 
3356,2.11877932131383E-05,37.88,556.4056,66.7,1400.65,33.91,393.9819,68.16,1454.9144,3 
3357,8.57367817950278E-05,37.87,555.8931,66.71,1400.7659,33.91,393.9819,68.16,1454.9144,1 
3358,5.80034593915685E-06,37.86,555.8604,66.72,1400.7616,33.91,393.9819,68.16,1454.9144,1 
3359,0.000147750299709676,37.86,555.8604,66.72,1400.7616,33.9,394.13,68.17,1456.1011,3 
3360,0.000126145048606202,37.85,555.367500000001,66.73,1400.8971,33.9,394.13,68.17,1456.1011,1 
3361,0.000377024040712687,37.84,555.3544,66.74,1401.6124,33.9,394.13,68.17,1456.1011,1 
3362,0.000270087406418037,37.84,555.3544,66.74,1401.6124,33.89,393.9179,68.18,1455.8076,3 
3363,9.65202438601838E-05,37.83,555.0611,66.75,1402.2675,33.89,393.9179,68.18,1455.8076,1 
3364,7.19031368337421E-05,37.82,554.4676,66.76,1402.4424,33.89,393.9179,68.18,1455.8076,1 
3365,0.000192321150369451,37.82,554.4676,66.76,1402.4424,33.88,393.4656,68.19,1456.5339,3 
3366,0.00013408086838966,37.81,554.6539,66.77,1403.6171,33.88,393.4656,68.19,1456.5339,1 
3367,1.83633168431393E-05,37.81,554.6539,66.77,1403.6171,33.87,393.2331,68.2,1457.24,3 
3368,3.44500200466608E-06,37.8,555.04,66.78,1403.0716,33.87,393.2331,68.2,1457.24,1 
3369,9.45873802768553E-06,37.79,554.4059,66.79,1402.7259,33.87,393.2331,68.2,1457.24,1 
3370,2.33741816435569E-05,37.78,553.8116,66.8,1402.86,33.87,393.2331,68.2,1457.24,1 
3371,0.000341502687381142,37.77,554.2171,66.81,1402.3339,33.87,393.2331,68.2,1457.24,1 
3372,0.000379425300617281,37.77,554.2171,66.81,1402.3339,33.86,393.2404,68.21,1457.5859,3 
3373,5.24502293959261E-05,37.76,554.1424,66.82,1402.0276,33.86,393.2404,68.21,1457.5859,1 
3374,4.21168404077268E-06,37.75,554.1675,66.83,1402.6411,33.86,393.2404,68.21,1457.5859,1 
3375,1.33646287421449E-05,37.75,554.1675,66.83,1402.6411,33.85,392.8875,68.22,1457.9316,3 
3376,0.000241160709688999,37.75,554.1675,66.83,1402.6411,33.84,392.7944,68.23,1458.5371,3 
3377,8.74880363792984E-05,37.74,553.9724,66.84,1403.5944,33.84,392.7944,68.23,1458.5371,1 
3378,3.8235194141707E-05,37.74,553.9724,66.84,1403.5944,33.83,392.3411,68.24,1459.0624,3 
3379,4.75970703876138E-05,37.73,553.0971,66.85,1402.7075,33.83,392.3411,68.24,1459.0624,1 
3380,0.000358796090376281,37.73,553.0971,66.85,1402.7075,33.82,392.1276,68.25,1459.7875,3 
3381,0.00227921538760537,37.73,553.0971,66.85,1402.7075,33.81,392.4939,68.26,1460.1524,3 
3382,0.00113266676140169,37.73,553.0971,66.85,1402.7075,33.8,392.32,68.27,1459.5171,3 
3383,4.73278016240894E-06,37.72,553.1616,66.86,1403.5404,33.8,392.32,68.27,1459.5171,1 
3384,3.79837267638676E-05,37.72,553.1616,66.86,1403.5404,33.79,391.9859,68.28,1459.8816,3 
3385,0.000249971726847646,37.71,552.5859,66.87,1403.6931,33.79,391.9859,68.28,1459.8816,1 
3386,0.000322101049763572,37.7,551.87,66.88,1403.2856,33.79,391.9859,68.28,1459.8816,1 
3387,0.000127413609404168,37.7,551.87,66.88,1403.2856,33.78,391.4916,68.29,1459.7059,3 
3388,1.11474232821277E-05,37.7,551.87,66.88,1403.2856,33.77,390.8971,68.3,1459.71,3 
3389,0.000209914947815442,37.69,551.6539,66.89,1404.3579,33.77,390.8971,68.3,1459.71,1 
3390,8.59375585137337E-05,37.68,550.9576,66.9,1404.01,33.77,390.8971,68.3,1459.71,1 
3391,3.70990673346762E-05,37.68,550.9576,66.9,1404.01,33.78,391.0716,68.29,1458.5659,4 
3392,1.79240062139335E-05,37.67,550.8611,66.91,1404.2419,33.78,391.0716,68.29,1458.5659,1 
3393,5.24293821525341E-05,37.66,550.4844,66.92,1405.0536,33.78,391.0716,68.29,1458.5659,1 
3394,0.000174662802934187,37.66,550.4844,66.92,1405.0536,33.77,390.4971,68.3,1458.59,3 
3395,0.000297141723453952,37.66,550.4844,66.92,1405.0536,33.76,390.3024,68.31,1458.8339,3 
3396,0.000117441316045913,37.66,550.4844,66.92,1405.0536,33.75,389.6875,68.32,1459.0976,3 
3397,0.000113679019019839,37.65,550.1475,66.93,1404.6451,33.75,389.6875,68.32,1459.0976,1 
3398,0.000450430509343513,37.64,549.6704,66.94,1404.8164,33.75,389.6875,68.32,1459.0976,1 
3399,0.00111485767149377,37.63,549.6131,66.95,1404.5275,33.75,389.6875,68.32,1459.0976,1 
3400,0.00133257630305587,37.62,549.8956,66.96,1404.8584,33.75,389.6875,68.32,1459.0976,1 
3401,0.000123378751205083,37.61,549.2779,66.97,1404.5291,33.75,389.6875,68.32,1459.0976,1 
3402,4.95073362186918E-05,37.61,549.2779,66.97,1404.5291,33.74,389.4124,68.33,1460.2611,3 
3403,4.55616423949884E-05,37.61,549.2779,66.97,1404.5291,33.73,389.1771,68.34,1460.7844,3 
3404,0.00133186399798236,37.6,548.42,66.98,1403.6596,33.73,389.1771,68.34,1460.7844,1 
3405,6.84821184518447E-05,37.6,548.42,66.98,1403.6596,33.72,388.9416,68.35,1461.8475,3 
3406,0.000113802163343234,37.59,548.3619,66.99,1404.9899,33.72,388.9416,68.35,1461.8475,1 
3407,0.00013061627877588,37.59,548.3619,66.99,1404.9899,33.71,388.7459,68.36,1462.6904,3 
3408,3.77514250792212E-05,37.59,548.3619,66.99,1404.9899,33.7,388.57,68.37,1463.8331,3 
3409,8.76897797578298E-05,37.58,547.8636,67,1405.12,33.7,388.57,68.37,1463.8331,1 
3410,0.000610748979965633,37.58,547.8636,67,1405.12,33.69,388.0939,68.38,1463.6356,3 
3411,0.000151268177492629,37.57,547.6851,67.01,1406.5699,33.69,388.0939,68.38,1463.6356,1 
3412,5.97495887011076E-05,37.56,547.5064,67.02,1407.2796,33.69,388.0939,68.38,1463.6356,1 
3413,0.000758948444873183,37.55,547.1275,67.03,1407.1291,33.69,388.0939,68.38,1463.6356,1 
3414,0.000234477194715619,37.54,546.5684,67.04,1407.4384,33.69,388.0939,68.38,1463.6356,1 
3415,0.000126717135018611,37.53,546.2091,67.05,1408.2675,33.69,388.0939,68.38,1463.6356,1 
3416,3.64904951908598E-06,37.52,546.2696,67.06,1409.0364,33.69,388.0939,68.38,1463.6356,1 
3417,0.000368963476496696,37.51,546.3499,67.07,1409.8251,33.69,388.0939,68.38,1463.6356,1 
3418,3.92786297669884E-05,37.5,546.07,67.08,1410.4936,33.69,388.0939,68.38,1463.6356,1 
3419,0.000313019978035236,37.5,546.07,67.08,1410.4936,33.7,388.11,68.37,1463.9531,4 
3420,0.000522000881371648,37.5,546.07,67.08,1410.4936,33.69,387.3939,68.38,1463.8156,3 
3421,0.000161429114148807,37.5,546.07,67.08,1410.4936,33.68,387.3776,68.39,1465.3779,3 
3422,1.01532609313909E-05,37.5,546.07,67.08,1410.4936,33.67,387.9011,68.4,1465.86,3 
3423,2.94814380898559E-05,37.5,546.07,67.08,1410.4936,33.66,387.7444,68.41,1467.0219,3 
3424,0.000239461121182715,37.5,546.07,67.08,1410.4936,33.65,388.2875,68.42,1467.5236,3 
3425,0.000419319512445664,37.5,546.07,67.08,1410.4936,33.64,388.0704,68.43,1468.0651,3 
3426,2.5169194156187E-05,37.5,546.07,67.08,1410.4936,33.63,387.8131,68.44,1469.2464,3 
3427,9.56930119373342E-05,37.5,546.07,67.08,1410.4936,33.62,387.6156,68.45,1470.7275,3 
3428,0.000347204036665894,37.49,546.2899,67.09,1409.7219,33.62,387.6156,68.45,1470.7275,1 
3429,5.56421135401923E-05,37.48,545.6096,67.1,1409.39,33.62,387.6156,68.45,1470.7275,1 
3430,0.000105209447721269,37.48,545.6096,67.1,1409.39,33.61,387.9579,68.46,1470.6884,3 
3431,6.52236435377477E-05,37.48,545.6096,67.1,1409.39,33.6,388.08,68.47,1472.1491,3 
3432,0.000513901910292263,37.48,545.6096,67.1,1409.39,33.59,388.1619,68.48,1471.2696,3 
3433,9.2479154253173E-05,37.47,545.8091,67.11,1410.5779,33.59,388.1619,68.48,1471.2696,1 
3434,1.48723163904659E-05,37.46,545.5484,67.12,1411.2656,33.59,388.1619,68.48,1471.2696,1 
3435,2.62344272760446E-05,37.46,545.5484,67.12,1411.2656,33.58,387.9436,68.49,1472.3499,3 
3436,0.000198974485118988,37.45,545.2075,67.13,1412.0931,33.58,387.9436,68.49,1472.3499,1 
3437,0.000193970517435598,37.45,545.2075,67.13,1412.0931,33.57,387.7051,68.5,1473.55,3 
